Ngày,Mã tỉnh,Tên tỉnh,Mã phường,Tên phường,Lượt khám chữa bệnh
25/04/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,6
25/04/2025,75,Đồng Nai,26362,Xã Sông Ray,7
25/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,491
25/04/2025,75,Đồng Nai,26377,Phường Phước Tân,35
25/04/2025,75,Đồng Nai,26452,Xã Suối Cát,649
25/04/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,11
25/05/2025,75,Đồng Nai,25996,Phường Tân Phong,30
25/05/2025,75,Đồng Nai,25999,Phường Tân Biên,7
25/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,9
25/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,157
25/05/2025,75,Đồng Nai,26056,Phường Long Bình Tân,3
25/05/2025,75,Đồng Nai,26068,Phường Hóa An,111
25/05/2025,75,Đồng Nai,26095,Phường Suối Tre,349
25/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,90
25/05/2025,75,Đồng Nai,26188,Xã Thạnh Phú,22
25/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,48
25/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,623
25/05/2025,75,Đồng Nai,26296,Xã An Viễn,50
25/05/2025,75,Đồng Nai,26299,Xã Gia Tân 1,22
25/05/2025,75,Đồng Nai,26311,Xã Quang Trung,85
25/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,2
25/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,58
25/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,100
25/05/2025,75,Đồng Nai,26374,Phường Tam Phước,77
25/05/2025,75,Đồng Nai,26377,Phường Phước Tân,2
25/05/2025,75,Đồng Nai,26416,Xã Phước Bình,3
25/05/2025,75,Đồng Nai,26452,Xã Suối Cát,37
25/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,271
25/05/2025,75,Đồng Nai,26485,Xã Phú Hội,1
25/05/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,73
25/06/2024,75,Đồng Nai,26035,Phường Tam Hòa,3
25/06/2025,75,Đồng Nai,25996,Phường Tân Phong,41
25/06/2025,75,Đồng Nai,26002,Phường Hố Nai,63
25/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,75
25/06/2025,75,Đồng Nai,26020,Phường Long Bình,22
25/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,503
25/06/2025,75,Đồng Nai,26050,Phường An Bình,79
25/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,692
25/06/2025,75,Đồng Nai,26068,Phường Hóa An,275
25/06/2025,75,Đồng Nai,26095,Phường Suối Tre,983
25/06/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,21
25/06/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,970
25/06/2025,75,Đồng Nai,26272,Xã Hố Nai 3,487
25/06/2025,75,Đồng Nai,26296,Xã An Viễn,162
25/06/2025,75,Đồng Nai,26299,Xã Gia Tân 1,53
25/06/2025,75,Đồng Nai,26311,Xã Quang Trung,130
25/06/2025,75,Đồng Nai,26317,Xã Hưng Lộc,79
25/06/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,428
25/06/2025,75,Đồng Nai,26362,Xã Sông Ray,99
25/06/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,394
25/06/2025,75,Đồng Nai,26374,Phường Tam Phước,90
25/06/2025,75,Đồng Nai,26377,Phường Phước Tân,40
25/06/2025,75,Đồng Nai,26416,Xã Phước Bình,67
25/06/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,300
25/06/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,72
25/07/2025,75,Đồng Nai,25993,Phường Trảng Dài,42
25/07/2025,75,Đồng Nai,25996,Phường Tân Phong,101
25/07/2025,75,Đồng Nai,26029,Phường Thống Nhất,16
25/07/2025,75,Đồng Nai,26056,Phường Long Bình Tân,900
25/07/2025,75,Đồng Nai,26068,Phường Hóa An,116
25/07/2025,75,Đồng Nai,26095,Phường Suối Tre,1046
25/07/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,348
25/07/2025,75,Đồng Nai,26188,Xã Thạnh Phú,54
25/07/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,316
25/07/2025,75,Đồng Nai,26272,Xã Hố Nai 3,30
25/07/2025,75,Đồng Nai,26296,Xã An Viễn,162
25/07/2025,75,Đồng Nai,26317,Xã Hưng Lộc,39
25/07/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,20
25/07/2025,75,Đồng Nai,26362,Xã Sông Ray,70
25/07/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,480
25/07/2025,75,Đồng Nai,26377,Phường Phước Tân,31
25/07/2025,75,Đồng Nai,26416,Xã Phước Bình,10
25/07/2025,75,Đồng Nai,26452,Xã Suối Cát,27
25/07/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,1
25/07/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,76
25/08/2025,75,Đồng Nai,25993,Phường Trảng Dài,93
25/08/2025,75,Đồng Nai,25996,Phường Tân Phong,360
25/08/2025,75,Đồng Nai,26017,Phường Tam Hiệp,123
25/08/2025,75,Đồng Nai,26029,Phường Thống Nhất,86
25/08/2025,75,Đồng Nai,26056,Phường Long Bình Tân,88
25/08/2025,75,Đồng Nai,26068,Phường Hóa An,213
25/08/2025,75,Đồng Nai,26095,Phường Suối Tre,1517
25/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,153
25/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,666
25/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,870
25/08/2025,75,Đồng Nai,26296,Xã An Viễn,18
25/08/2025,75,Đồng Nai,26311,Xã Quang Trung,232
25/08/2025,75,Đồng Nai,26317,Xã Hưng Lộc,160
25/08/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,2
25/08/2025,75,Đồng Nai,26362,Xã Sông Ray,34
25/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,530
25/08/2025,75,Đồng Nai,26389,Xã Long Đức,83
25/08/2025,75,Đồng Nai,26416,Xã Phước Bình,111
25/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,433
25/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,93
25/11/2024,75,Đồng Nai,26248,Thị Trấn Trảng Bom,2
25/12/2024,75,Đồng Nai,26341,Thị Trấn Long Giao,1
25/12/2024,75,Đồng Nai,26452,Xã Suối Cát,6
26/01/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,13
26/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,9
26/01/2025,75,Đồng Nai,26452,Xã Suối Cát,3
26/02/2025,75,Đồng Nai,25993,Phường Trảng Dài,28
26/02/2025,75,Đồng Nai,26026,Phường Tân Mai,246
26/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,103
26/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,361
26/02/2025,75,Đồng Nai,26452,Xã Suối Cát,500
26/03/2019,75,Đồng Nai,26248,Thị Trấn Trảng Bom,1
26/03/2025,75,Đồng Nai,25996,Phường Tân Phong,9
26/03/2025,75,Đồng Nai,26026,Phường Tân Mai,102
26/03/2025,75,Đồng Nai,26080,Phường Xuân An,1
26/03/2025,75,Đồng Nai,26095,Phường Suối Tre,13
26/03/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,19
26/03/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,5
26/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,591
26/03/2025,75,Đồng Nai,26272,Xã Hố Nai 3,6
26/03/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,8
26/03/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,3
26/03/2025,75,Đồng Nai,26452,Xã Suối Cát,657
26/04/2025,75,Đồng Nai,25996,Phường Tân Phong,8
26/04/2025,75,Đồng Nai,25999,Phường Tân Biên,5
26/04/2025,75,Đồng Nai,26017,Phường Tam Hiệp,31
26/04/2025,75,Đồng Nai,26029,Phường Thống Nhất,7
26/04/2025,75,Đồng Nai,26056,Phường Long Bình Tân,1
26/04/2025,75,Đồng Nai,26068,Phường Hóa An,8
26/04/2025,75,Đồng Nai,26095,Phường Suối Tre,371
26/04/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,2
26/04/2025,75,Đồng Nai,26188,Xã Thạnh Phú,4
26/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,314
26/04/2025,75,Đồng Nai,26272,Xã Hố Nai 3,535
26/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,201
26/04/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,3
26/04/2025,75,Đồng Nai,26362,Xã Sông Ray,85
26/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,215
26/04/2025,75,Đồng Nai,26377,Phường Phước Tân,12
26/04/2025,75,Đồng Nai,26452,Xã Suối Cát,230
26/04/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,1
26/04/2025,75,Đồng Nai,26470,Xã Phước Thiền,1
26/04/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,6
26/05/2025,75,Đồng Nai,25996,Phường Tân Phong,232
26/05/2025,75,Đồng Nai,25999,Phường Tân Biên,11
26/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,152
26/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,632
26/05/2025,75,Đồng Nai,26050,Phường An Bình,120
26/05/2025,75,Đồng Nai,26056,Phường Long Bình Tân,3
26/05/2025,75,Đồng Nai,26068,Phường Hóa An,217
26/05/2025,75,Đồng Nai,26095,Phường Suối Tre,1439
26/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,465
26/05/2025,75,Đồng Nai,26188,Xã Thạnh Phú,58
26/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,236
26/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,698
26/05/2025,75,Đồng Nai,26296,Xã An Viễn,190
26/05/2025,75,Đồng Nai,26299,Xã Gia Tân 1,17
26/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,140
26/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,684
26/05/2025,75,Đồng Nai,26362,Xã Sông Ray,102
26/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,594
26/05/2025,75,Đồng Nai,26374,Phường Tam Phước,37
26/05/2025,75,Đồng Nai,26377,Phường Phước Tân,48
26/05/2025,75,Đồng Nai,26416,Xã Phước Bình,13
26/05/2025,75,Đồng Nai,26440,Xã Xuân Trường,4
26/05/2025,75,Đồng Nai,26452,Xã Suối Cát,14
26/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,424
26/05/2025,75,Đồng Nai,26485,Xã Phú Hội,1
26/05/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,102
26/06/2024,75,Đồng Nai,26035,Phường Tam Hòa,1
26/06/2025,75,Đồng Nai,25996,Phường Tân Phong,85
26/06/2025,75,Đồng Nai,26002,Phường Hố Nai,23
26/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,74
26/06/2025,75,Đồng Nai,26020,Phường Long Bình,14
26/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,366
26/06/2025,75,Đồng Nai,26035,Phường Tam Hòa,1
26/06/2025,75,Đồng Nai,26050,Phường An Bình,77
26/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,648
26/06/2025,75,Đồng Nai,26068,Phường Hóa An,212
26/06/2025,75,Đồng Nai,26095,Phường Suối Tre,1209
26/06/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,18
26/06/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,385
26/06/2025,75,Đồng Nai,26272,Xã Hố Nai 3,138
26/06/2025,75,Đồng Nai,26275,Xã Tây Hoà,2
26/06/2025,75,Đồng Nai,26296,Xã An Viễn,84
26/06/2025,75,Đồng Nai,26299,Xã Gia Tân 1,45
26/06/2025,75,Đồng Nai,26311,Xã Quang Trung,141
26/06/2025,75,Đồng Nai,26317,Xã Hưng Lộc,77
26/06/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,506
26/06/2025,75,Đồng Nai,26362,Xã Sông Ray,109
26/06/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,128
26/06/2025,75,Đồng Nai,26374,Phường Tam Phước,66
26/06/2025,75,Đồng Nai,26377,Phường Phước Tân,47
26/06/2025,75,Đồng Nai,26416,Xã Phước Bình,79
26/06/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,337
26/06/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,62
26/07/2025,75,Đồng Nai,25996,Phường Tân Phong,436
26/07/2025,75,Đồng Nai,26017,Phường Tam Hiệp,4
26/07/2025,75,Đồng Nai,26029,Phường Thống Nhất,9
26/07/2025,75,Đồng Nai,26050,Phường An Bình,25
26/07/2025,75,Đồng Nai,26056,Phường Long Bình Tân,943
26/07/2025,75,Đồng Nai,26068,Phường Hóa An,166
26/07/2025,75,Đồng Nai,26095,Phường Suối Tre,229
26/07/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,103
26/07/2025,75,Đồng Nai,26188,Xã Thạnh Phú,56
26/07/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,121
26/07/2025,75,Đồng Nai,26272,Xã Hố Nai 3,139
26/07/2025,75,Đồng Nai,26296,Xã An Viễn,159
26/07/2025,75,Đồng Nai,26311,Xã Quang Trung,2
26/07/2025,75,Đồng Nai,26317,Xã Hưng Lộc,112
26/07/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,20
26/07/2025,75,Đồng Nai,26362,Xã Sông Ray,86
26/07/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,115
26/07/2025,75,Đồng Nai,26374,Phường Tam Phước,69
26/07/2025,75,Đồng Nai,26416,Xã Phước Bình,98
26/07/2025,75,Đồng Nai,26452,Xã Suối Cát,14
26/07/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,2
26/07/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,93
26/08/2025,75,Đồng Nai,25993,Phường Trảng Dài,95
26/08/2025,75,Đồng Nai,25996,Phường Tân Phong,76
26/08/2025,75,Đồng Nai,26017,Phường Tam Hiệp,84
26/08/2025,75,Đồng Nai,26029,Phường Thống Nhất,479
26/08/2025,75,Đồng Nai,26056,Phường Long Bình Tân,64
26/08/2025,75,Đồng Nai,26068,Phường Hóa An,145
26/08/2025,75,Đồng Nai,26095,Phường Suối Tre,1338
26/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,137
26/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,475
26/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,608
26/08/2025,75,Đồng Nai,26296,Xã An Viễn,12
26/08/2025,75,Đồng Nai,26311,Xã Quang Trung,200
26/08/2025,75,Đồng Nai,26362,Xã Sông Ray,120
26/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,149
26/08/2025,75,Đồng Nai,26389,Xã Long Đức,37
26/08/2025,75,Đồng Nai,26416,Xã Phước Bình,76
26/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,770
26/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,90
26/12/2023,75,Đồng Nai,26248,Thị Trấn Trảng Bom,1
26/12/2024,75,Đồng Nai,26341,Thị Trấn Long Giao,6
26/12/2024,75,Đồng Nai,26452,Xã Suối Cát,9
27/01/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,8
27/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,6
27/01/2025,75,Đồng Nai,26452,Xã Suối Cát,3
27/02/2025,75,Đồng Nai,25993,Phường Trảng Dài,37
27/02/2025,75,Đồng Nai,26026,Phường Tân Mai,275
27/02/2025,75,Đồng Nai,26029,Phường Thống Nhất,1
27/02/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,1
27/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,355
27/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,390
27/02/2025,75,Đồng Nai,26452,Xã Suối Cát,506
27/03/2022,75,Đồng Nai,26248,Thị Trấn Trảng Bom,2
27/03/2025,75,Đồng Nai,25996,Phường Tân Phong,12
27/03/2025,75,Đồng Nai,25999,Phường Tân Biên,2
27/03/2025,75,Đồng Nai,26026,Phường Tân Mai,619
27/03/2025,75,Đồng Nai,26080,Phường Xuân An,1
27/03/2025,75,Đồng Nai,26095,Phường Suối Tre,26
27/03/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,17
27/03/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,3
27/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,578
27/03/2025,75,Đồng Nai,26272,Xã Hố Nai 3,24
27/03/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,12
27/03/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,2
27/03/2025,75,Đồng Nai,26377,Phường Phước Tân,1
27/03/2025,75,Đồng Nai,26452,Xã Suối Cát,550
27/04/2025,75,Đồng Nai,25996,Phường Tân Phong,22
27/04/2025,75,Đồng Nai,25999,Phường Tân Biên,8
27/04/2025,75,Đồng Nai,26017,Phường Tam Hiệp,2
27/04/2025,75,Đồng Nai,26029,Phường Thống Nhất,7
27/04/2025,75,Đồng Nai,26068,Phường Hóa An,4
27/04/2025,75,Đồng Nai,26095,Phường Suối Tre,866
27/04/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,5
27/04/2025,75,Đồng Nai,26188,Xã Thạnh Phú,19
27/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,92
27/04/2025,75,Đồng Nai,26272,Xã Hố Nai 3,316
27/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,70
27/04/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,2
27/04/2025,75,Đồng Nai,26362,Xã Sông Ray,44
27/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,55
27/04/2025,75,Đồng Nai,26377,Phường Phước Tân,1
27/04/2025,75,Đồng Nai,26452,Xã Suối Cát,67
27/04/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,3
27/04/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,3
27/05/2025,75,Đồng Nai,25996,Phường Tân Phong,112
27/05/2025,75,Đồng Nai,25999,Phường Tân Biên,7
27/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,104
27/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,451
27/05/2025,75,Đồng Nai,26050,Phường An Bình,27
27/05/2025,75,Đồng Nai,26068,Phường Hóa An,142
27/05/2025,75,Đồng Nai,26095,Phường Suối Tre,848
27/05/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,357
27/05/2025,75,Đồng Nai,26188,Xã Thạnh Phú,40
27/05/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,210
27/05/2025,75,Đồng Nai,26272,Xã Hố Nai 3,530
27/05/2025,75,Đồng Nai,26296,Xã An Viễn,195
27/05/2025,75,Đồng Nai,26299,Xã Gia Tân 1,31
27/05/2025,75,Đồng Nai,26317,Xã Hưng Lộc,96
27/05/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,583
27/05/2025,75,Đồng Nai,26362,Xã Sông Ray,80
27/05/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,513
27/05/2025,75,Đồng Nai,26374,Phường Tam Phước,33
27/05/2025,75,Đồng Nai,26377,Phường Phước Tân,41
27/05/2025,75,Đồng Nai,26416,Xã Phước Bình,92
27/05/2025,75,Đồng Nai,26440,Xã Xuân Trường,1
27/05/2025,75,Đồng Nai,26452,Xã Suối Cát,17
27/05/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,344
27/05/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,69
27/06/2025,75,Đồng Nai,25996,Phường Tân Phong,340
27/06/2025,75,Đồng Nai,26002,Phường Hố Nai,1
27/06/2025,75,Đồng Nai,26017,Phường Tam Hiệp,71
27/06/2025,75,Đồng Nai,26020,Phường Long Bình,25
27/06/2025,75,Đồng Nai,26029,Phường Thống Nhất,4
27/06/2025,75,Đồng Nai,26035,Phường Tam Hòa,2
27/06/2025,75,Đồng Nai,26050,Phường An Bình,71
27/06/2025,75,Đồng Nai,26056,Phường Long Bình Tân,2
27/06/2025,75,Đồng Nai,26068,Phường Hóa An,225
27/06/2025,75,Đồng Nai,26095,Phường Suối Tre,925
27/06/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,13
27/06/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,365
27/06/2025,75,Đồng Nai,26272,Xã Hố Nai 3,210
27/06/2025,75,Đồng Nai,26296,Xã An Viễn,81
27/06/2025,75,Đồng Nai,26299,Xã Gia Tân 1,51
27/06/2025,75,Đồng Nai,26311,Xã Quang Trung,111
27/06/2025,75,Đồng Nai,26317,Xã Hưng Lộc,73
27/06/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,446
27/06/2025,75,Đồng Nai,26362,Xã Sông Ray,99
27/06/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,482
27/06/2025,75,Đồng Nai,26374,Phường Tam Phước,5
27/06/2025,75,Đồng Nai,26377,Phường Phước Tân,31
27/06/2025,75,Đồng Nai,26416,Xã Phước Bình,83
27/06/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,371
27/06/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,65
27/07/2025,75,Đồng Nai,25996,Phường Tân Phong,256
27/07/2025,75,Đồng Nai,26029,Phường Thống Nhất,122
27/07/2025,75,Đồng Nai,26056,Phường Long Bình Tân,541
27/07/2025,75,Đồng Nai,26095,Phường Suối Tre,233
27/07/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,66
27/07/2025,75,Đồng Nai,26188,Xã Thạnh Phú,74
27/07/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,135
27/07/2025,75,Đồng Nai,26272,Xã Hố Nai 3,141
27/07/2025,75,Đồng Nai,26296,Xã An Viễn,97
27/07/2025,75,Đồng Nai,26311,Xã Quang Trung,2
27/07/2025,75,Đồng Nai,26317,Xã Hưng Lộc,26
27/07/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,7
27/07/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,107
27/07/2025,75,Đồng Nai,26416,Xã Phước Bình,51
27/07/2025,75,Đồng Nai,26452,Xã Suối Cát,19
27/07/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,84
27/08/2025,75,Đồng Nai,25993,Phường Trảng Dài,190
27/08/2025,75,Đồng Nai,25996,Phường Tân Phong,301
27/08/2025,75,Đồng Nai,26017,Phường Tam Hiệp,84
27/08/2025,75,Đồng Nai,26029,Phường Thống Nhất,467
27/08/2025,75,Đồng Nai,26056,Phường Long Bình Tân,81
27/08/2025,75,Đồng Nai,26068,Phường Hóa An,147
27/08/2025,75,Đồng Nai,26095,Phường Suối Tre,1158
27/08/2025,75,Đồng Nai,26188,Xã Thạnh Phú,66
27/08/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,483
27/08/2025,75,Đồng Nai,26272,Xã Hố Nai 3,560
27/08/2025,75,Đồng Nai,26296,Xã An Viễn,88
27/08/2025,75,Đồng Nai,26311,Xã Quang Trung,154
27/08/2025,75,Đồng Nai,26362,Xã Sông Ray,110
27/08/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,483
27/08/2025,75,Đồng Nai,26389,Xã Long Đức,34
27/08/2025,75,Đồng Nai,26416,Xã Phước Bình,86
27/08/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,707
27/08/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,74
27/10/2024,75,Đồng Nai,26341,Thị Trấn Long Giao,1
27/12/2023,75,Đồng Nai,26248,Thị Trấn Trảng Bom,2
27/12/2024,75,Đồng Nai,26341,Thị Trấn Long Giao,4
27/12/2024,75,Đồng Nai,26452,Xã Suối Cát,5
28/01/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,4
28/01/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,2
28/01/2025,75,Đồng Nai,26452,Xã Suối Cát,6
28/02/2025,75,Đồng Nai,26026,Phường Tân Mai,536
28/02/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,1
28/02/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,376
28/02/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,400
28/02/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1
28/02/2025,75,Đồng Nai,26452,Xã Suối Cát,536
28/03/2025,75,Đồng Nai,25996,Phường Tân Phong,18
28/03/2025,75,Đồng Nai,25999,Phường Tân Biên,1
28/03/2025,75,Đồng Nai,26008,Phường Tân Hiệp,2
28/03/2025,75,Đồng Nai,26026,Phường Tân Mai,725
28/03/2025,75,Đồng Nai,26080,Phường Xuân An,2
28/03/2025,75,Đồng Nai,26095,Phường Suối Tre,10
28/03/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,15
28/03/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,2
28/03/2025,75,Đồng Nai,26248,Thị Trấn Trảng Bom,747
28/03/2025,75,Đồng Nai,26272,Xã Hố Nai 3,27
28/03/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,15
28/03/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,1
28/03/2025,75,Đồng Nai,26377,Phường Phước Tân,2
28/03/2025,75,Đồng Nai,26452,Xã Suối Cát,591
28/04/2024,75,Đồng Nai,26248,Thị Trấn Trảng Bom,1
28/04/2025,75,Đồng Nai,25993,Phường Trảng Dài,76
28/04/2025,75,Đồng Nai,25996,Phường Tân Phong,372
28/04/2025,75,Đồng Nai,25999,Phường Tân Biên,12
28/04/2025,75,Đồng Nai,26008,Phường Tân Hiệp,1
28/04/2025,75,Đồng Nai,26017,Phường Tam Hiệp,5
28/04/2025,75,Đồng Nai,26029,Phường Thống Nhất,22
28/04/2025,75,Đồng Nai,26068,Phường Hóa An,57
28/04/2025,75,Đồng Nai,26095,Phường Suối Tre,2285
28/04/2025,75,Đồng Nai,26107,Xã Bàu Trâm,1
28/04/2025,75,Đồng Nai,26116,Thị Trấn Tân Phú,13
28/04/2025,75,Đồng Nai,26188,Xã Thạnh Phú,71
28/04/2025,75,Đồng Nai,26206,Thị Trấn Định Quán,672
28/04/2025,75,Đồng Nai,26272,Xã Hố Nai 3,568
28/04/2025,75,Đồng Nai,26326,Thị Trấn Dầu Giây,624
28/04/2025,75,Đồng Nai,26341,Thị Trấn Long Giao,10
28/04/2025,75,Đồng Nai,26362,Xã Sông Ray,159
28/04/2025,75,Đồng Nai,26368,Thị Trấn Long Thành,556
28/04/2025,75,Đồng Nai,26377,Phường Phước Tân,47
28/04/2025,75,Đồng Nai,26425,Thị Trấn Gia Ray,1
28/04/2025,75,Đồng Nai,26452,Xã Suối Cát,728
28/04/2025,75,Đồng Nai,26455,Xã Xuân Hiệp,541
28/04/2025,75,Đồng Nai,26497,Xã Vĩnh Thanh,14
28/05/2025,75,Đồng Nai,25996,Phường Tân Phong,159
28/05/2025,75,Đồng Nai,25999,Phường Tân Biên,7
28/05/2025,75,Đồng Nai,26017,Phường Tam Hiệp,120
28/05/2025,75,Đồng Nai,26029,Phường Thống Nhất,318
28/05/2025,75,Đồng Nai,26050,Phường An Bình,35
28/05/2025,75,Đồng Nai,26056,Phường Long Bình Tân,7
28/05/2025,75,Đồng Nai,26068,Phường Hóa An,112
